CASE #,DATE  OF OCCURRENCE,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT
HX344422,13/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1412,12
HX344076,13/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1512,12
HX345177,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,12
HX344761,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,931,12
HX344992,13/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,222,12
HX344778,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,314,12
HX344560,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1031,12
HX344597,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1922,12
HX344002,13/7/14,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,511,12
HX344010,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2512,12
HX344082,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,333,12
HX344001,13/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,621,12
HX344013,13/7/14,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1523,12
HX344080,13/7/14,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,2234,12
HX344007,13/7/14,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,1522,12
HX344366,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,623,12
HX344032,13/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,632,12
HX344012,13/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,2023,12
HX344053,13/7/14,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,FALSE,FALSE,323,12
HX344085,13/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,1533,12
HX344049,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,431,12
HX344098,13/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,TRUE,FALSE,431,12
HX344068,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,432,12
HX344681,13/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1414,12
HX344650,13/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1225,12
HX344271,13/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1431,12
HX344291,13/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,123,12
HX344277,13/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,422,12
HX344101,13/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1634,12
HX344095,13/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1511,12
HX344088,13/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1234,12
HX344083,13/7/14,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,725,12
HX344129,13/7/14,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,TRUE,FALSE,825,12
HX344406,13/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,723,12
HX346701,13/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2513,12
HX344094,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,833,12
HX344325,13/7/14,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,634,12
HX344175,13/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,713,12
HX344114,13/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,424,12
HX344136,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,922,12
HX344115,13/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,532,12
HX344110,13/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,522,12
HX344120,13/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,714,12
HX344137,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,911,12
HX344103,13/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1522,12
HX344267,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,531,12
HX344499,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,222,12
HX344548,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,132,12
HX344142,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,313,12
HX345010,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,823,12
HX344473,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1512,12
HX344205,14/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,413,12
HX344196,14/7/14,ASSAULT,SIMPLE,STREET,FALSE,TRUE,1222,12
HX344157,14/7/14,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,734,12
HX344273,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,823,12
HX344208,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1021,12
HX344225,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1113,12
HX344204,14/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1532,14
HX344240,14/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1925,14
HX345503,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1724,14
HX344257,14/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,TRUE,1023,14
HX344260,14/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1123,14
HX344280,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,122,14
HX344314,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,323,14
HX344725,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1033,14
HX345607,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,411,14
HX344276,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,923,14
HX344284,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,1924,14
HX344485,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1222,14
HX344293,14/7/14,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1235,14
HX344286,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,824,14
HX345154,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,832,14
HX344304,14/7/14,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,FALSE,FALSE,1223,14
HX344365,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,2424,14
HX345132,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,14
HX344313,14/7/14,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,133,14
HX344322,14/7/14,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,632,14
HX344364,14/7/14,SEX OFFENSE,PUBLIC INDECENCY,STREET,FALSE,FALSE,1612,14
HX345295,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,14
HX344916,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,132,14
HX351801,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,824,14
HX344372,14/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,TRUE,TRUE,2012,14
HX344424,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1215,14
HX344609,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1812,14
HY270942,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,523,14
HX346882,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1614,14
HX347166,14/7/14,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,634,14
HX344524,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,221,14
HX344398,14/7/14,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,1222,14
HX345760,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,314,14
HX344454,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,222,14
HX345323,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,321,14
HX344472,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,323,14
HX344482,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,1023,14
HX344493,14/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,612,14
HX344754,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,632,14
HX344554,14/7/14,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,934,14
HX344505,14/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1111,14
HX344683,14/7/14,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,TRUE,FALSE,713,14
HX390352,14/7/14,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,STREET,TRUE,FALSE,524,14
HX344600,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,133,14
HX346977,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,631,14
HX344643,14/7/14,BATTERY,SIMPLE,STREET,TRUE,FALSE,825,14
HX345948,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1925,14
HX344604,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2211,14
HX345361,14/7/14,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2533,14
HX344673,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,1511,14
HX344699,14/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,421,14
HX345088,14/7/14,THEFT,OVER $500,STREET,TRUE,FALSE,2531,14
HX350694,14/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,813,14
HX344733,14/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,1914,14
HX344730,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,621,14
HX344811,14/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,FALSE,FALSE,1115,14
HX344958,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1234,14
HX346412,14/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,122,14
HX344791,14/7/14,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,1423,14
HX344861,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,412,14
HX344914,14/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,612,14
HX344881,14/7/14,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2522,14
HX363699,14/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,322,14
HX344941,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1915,14
HX345146,14/7/14,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,FALSE,FALSE,1111,14
HX345000,14/7/14,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,TRUE,FALSE,433,14
HX345489,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1811,14
HX363672,14/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,523,14
HX345497,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2011,14
HX345215,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1111,14
HX346683,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,2513,14
HX345684,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,133,14
HX348413,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1921,14
HX345737,14/7/14,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,213,14
HX345080,14/7/14,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,1123,14
HX345042,14/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1533,14
HX347812,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1723,14
HX345113,14/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,422,14
HX345287,14/7/14,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,FALSE,FALSE,713,14
HX345121,14/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,TRUE,FALSE,2232,14
HX345451,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1214,14
HX345640,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1213,14
HX345399,14/7/14,THEFT,POCKET-PICKING,STREET,FALSE,FALSE,112,14
HX345139,14/7/14,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,733,14
HX345997,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,414,14
HX345356,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1814,14
HX345256,14/7/14,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,725,14
HX347430,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,14
HX346281,14/7/14,ASSAULT,SIMPLE,STREET,FALSE,TRUE,2533,14
HX345197,14/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1121,14
HX346108,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2223,14
HX345782,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,132,14
HX347383,14/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1912,14
HX345179,14/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1533,14
HX345260,14/7/14,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,TRUE,631,14
HX345227,14/7/14,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,922,14
HX345257,14/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,1121,14
HX345568,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1633,14
HX347468,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1732,14
HX348389,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1912,15
HX345230,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,613,15
HX345403,14/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,513,15
HX345258,14/7/14,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,TRUE,FALSE,2514,15
HX345271,14/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,322,15
HX345309,14/7/14,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,123,15
HX345655,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,613,15
HX345292,14/7/14,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1533,15
HX345310,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,311,15
HX347151,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1624,15
HX345637,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,835,15
HX345340,14/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1132,15
HX345334,14/7/14,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,2524,15
HX345365,14/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1021,15
HX345388,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2412,15
HX345418,14/7/14,MOTOR VEHICLE THEFT,"ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,2432,15
HX345765,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1232,15
HX345364,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,423,15
HX345412,14/7/14,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,612,15
HX346200,14/7/14,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,1622,15
HX345847,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,815,15
HX345440,14/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1124,15
HX345433,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2413,15
HX346291,14/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,334,15
HX346243,14/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,411,15
HX345647,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,15
HX345730,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1431,15
HX345439,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2413,15
HX345432,14/7/14,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,2533,15
HX345444,14/7/14,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,733,15
HX345441,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,531,15
HX345449,14/7/14,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,FALSE,FALSE,1733,15
HX345493,14/7/14,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,935,15
HX348120,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,222,15
HX345692,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1933,15
HX346276,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1011,15
HX345807,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,332,15
HX347335,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,825,15
HX345539,14/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,FALSE,TRUE,1413,15
HX345527,14/7/14,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,834,15
HX345540,14/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,423,15
HX346304,14/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1623,15
HX345654,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,324,15
HX345713,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1513,15
HX536259,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,623,15
HX345886,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1215,15
HX345686,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1613,15
HX346012,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1023,15
HX345554,15/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,431,15
HX345522,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,631,15
HX345545,15/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,713,15
HX345536,15/7/14,ARSON,BY FIRE,STREET,FALSE,FALSE,711,15
HX345542,15/7/14,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,932,15
HX345677,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1113,15
HX346572,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1414,15
HX345551,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,431,15
HX345579,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,924,15
HX345559,15/7/14,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,1511,15
HX345552,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,331,15
HX349447,15/7/14,ASSAULT,SIMPLE,STREET,FALSE,TRUE,324,15
HX345582,15/7/14,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,FALSE,731,15
HX345849,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2412,15
HX345603,15/7/14,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,2211,15
HX346151,15/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,933,15
HX345612,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,815,15
HX345626,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,814,15
HX345608,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,814,15
HX345614,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,815,15
HX345618,15/7/14,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,STREET,TRUE,FALSE,1511,15
HX371373,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1214,15
HX347067,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,1812,15
HX345634,15/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,1135,15
HX345668,15/7/14,BATTERY,SIMPLE,STREET,FALSE,FALSE,311,15
HX345674,15/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1013,15
HX347369,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,132,15
HX345715,15/7/14,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2535,15
HX345761,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1533,15
HX345912,15/7/14,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1513,15
HX345898,15/7/14,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2013,15
HX345717,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,824,15
HX345746,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1123,15
HX346487,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1135,15
HX345934,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,712,15
HX348684,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2423,15
HX346058,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1434,15
HX345771,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,421,15
HX348472,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1911,15
HX345830,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,832,15
HX345954,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,733,15
HX345950,15/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,733,15
HX345914,15/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1225,15
HX346984,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,815,15
HX346573,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1123,15
HX345872,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,914,15
HX347150,15/7/14,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,432,15
HX345858,15/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1122,15
HX345852,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1112,15
HX353919,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,623,15
HX346379,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1135,15
HX345911,15/7/14,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1532,15
HX346619,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,334,15
HX345971,15/7/14,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,2524,15
HX345959,15/7/14,CRIMINAL TRESPASS,TO STATE SUP LAND,STREET,TRUE,FALSE,1132,15
HX346004,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,614,15
HX347801,15/7/14,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,FALSE,FALSE,1711,15
HX449946,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,421,15
HX345991,15/7/14,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1113,15
HX346045,15/7/14,THEFT,OVER $500,STREET,FALSE,FALSE,412,15
HX346435,15/7/14,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1522,15
HX346051,15/7/14,ASSAULT,SIMPLE,STREET,FALSE,FALSE,513,15
HX346032,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,524,15
