"CASE #","DATE OF OCCURRENCE","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","X PLOT VALUE","Y PLOT VALUE","DISTRICT","RANGE INDEX","SCORE"
"HX347927","16/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","1122","362","651","18","20","22711"
"HX347944","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","711","534","387","18","2","451"
"HX347959","16/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","2422","462","1011","18","2","451"
"HX348004","16/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","924","466","459","18","0","96"
"HX348076","16/7/14","LIQUOR LAW VIOLATION","ILLEGAL CONSUMPTION BY MINOR","SIDEWALK","Y","N","2012","444","916","18","3","661"
"HX347952","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","324","579","320","18","2","451"
"HX348119","16/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","Y","N","731","460","350","19","6","1711"
"HX356689","16/7/14","THEFT","OVER $500","SIDEWALK","N","N","1834","561","670","19","16","7166"
"HX348020","16/7/14","OTHER OFFENSE","PROBATION VIOLATION","SIDEWALK","Y","N","1411","411","779","19","6","1711"
"HX348015","16/7/14","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","SIDEWALK","Y","N","2531","260","712","19","3","661"
"HX348008","16/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1522","285","619","19","2","446"
"HX348086","16/7/14","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","SIDEWALK","Y","N","334","659","323","19","6","1711"
"HX348033","16/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","N","N","933","499","438","19","9","2966"
"HX348098","16/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","Y","N","632","593","275","19","9","2971"
"HX348071","16/7/14","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","Y","N","311","613","396","19","4","871"
"HX348103","16/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","824","428","390","19","2","451"
"HX348090","16/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1511","263","678","19","2","441"
"HX348083","16/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","Y","N","122","533","637","19","9","2971"
"HX348110","16/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","2431","471","978","19","9","2966"
"HX348151","16/7/14","INTERFERENCE WITH PUBLIC OFFICER","RESIST/OBSTRUCT/DISARM OFFICER","SIDEWALK","Y","N","1422","379","716","19","6","1711"
"HX348138","16/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","Y","N","624","561","294","19","6","1711"
"HX348168","16/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","511","584","197","19","2","446"
"HX348256","16/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","723","517","351","19","2","446"
"HX348903","16/7/14","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","SIDEWALK","Y","N","434","654","99","19","4","871"
"HX348245","16/7/14","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","N","N","832","439","337","19","4","866"
"HX348201","16/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1931","451","780","19","2","446"
"HX348163","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","726","460","350","19","2","451"
"HX348214","16/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1931","451","780","19","2","446"
"HX348204","16/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","N","N","2211","388","149","19","9","2966"
"HX348186","16/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","724","498","352","19","9","2966"
"HX348233","16/7/14","ASSAULT","SIMPLE","SIDEWALK","N","Y","813","327","368","19","0","91"
"HX348240","16/7/14","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK","Y","N","1532","302","650","19","2","451"
"HX348276","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1021","382","585","19","2","451"
"HX348235","16/7/14","NARCOTICS","POSS: CRACK","SIDEWALK","Y","N","1121","379","677","19","17","8011"
"HX348297","16/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1522","285","619","19","2","446"
"HX354378","17/7/14","THEFT","OVER $500","SIDEWALK","N","N","1832","541","682","19","16","7166"
"HX348264","17/7/14","ROBBERY","ARMED: HANDGUN","SIDEWALK","N","N","1215","0","0","19","23","65546"
"HX348262","17/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","413","629","261","19","0","96"
"HX348260","17/7/14","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","Y","N","321","623","369","19","6","1711"
"HX348290","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","423","707","282","19","2","451"
"HX348277","17/7/14","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","N","N","422","700","307","19","4","866"
"HX348310","17/7/14","ROBBERY","ARMED: HANDGUN","SIDEWALK","N","N","914","530","548","19","23","65546"
"HX348308","17/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","SIDEWALK","N","N","1914","507","865","19","11","4226"
"HX348562","17/7/14","ASSAULT","AGGRAVATED PO:KNIFE/CUT INSTR","SIDEWALK","Y","Y","1421","404","727","19","4","866"
"HX348345","17/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1925","513","823","19","9","2966"
"HX349268","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","122","533","637","19","2","446"
"HX348552","17/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1222","452","572","19","9","2966"
"HX348568","17/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","SIDEWALK","Y","N","511","584","197","19","2","451"
"HX349271","17/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SIDEWALK","N","N","122","533","637","19","9","2966"
"HX348544","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","732","549","324","19","2","451"
"HX348570","17/7/14","THEFT","PURSE-SNATCHING","SIDEWALK","N","N","2511","218","779","19","9","2966"
"HX348593","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","423","707","282","19","2","441"
"HX348603","17/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","821","380","453","19","0","96"
"HX348613","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1111","332","674","19","2","441"
"HX348664","17/7/14","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK","Y","N","1533","303","617","19","2","451"
"HX348950","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","1431","417","757","19","2","446"
"HX348622","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","732","549","324","19","2","446"
"HX348650","17/7/14","NARCOTICS","MANU/DELIVER:CRACK","SIDEWALK","Y","N","2513","222","722","19","21","27751"
"HX348647","17/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","112","549","638","19","2","451"
"HX348672","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","2515","270","747","19","2","446"
"HX348922","17/7/14","THEFT","OVER $500","SIDEWALK","N","N","1133","369","613","19","16","7166"
"HX351352","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","122","533","637","19","2","446"
"HX348720","17/7/14","THEFT","OVER $500","SIDEWALK","N","N","222","588","459","19","16","7166"
"HX348792","17/7/14","NARCOTICS","MANU/DELIVER:COCAINE","SIDEWALK","Y","N","713","490","385","19","21","27751"
"HX348722","17/7/14","ROBBERY","ARMED: HANDGUN","SIDEWALK","N","N","2514","270","776","19","23","65546"
"HX348745","17/7/14","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK","Y","N","1533","303","617","19","2","451"
"HX348807","17/7/14","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","SIDEWALK","Y","N","931","460","434","19","9","2971"
"HX348744","17/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","933","499","438","19","20","22711"
"HX348850","17/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","823","379","363","19","9","2966"
"HX348820","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","834","353","269","19","2","446"
"HX350301","17/7/14","THEFT","POCKET-PICKING","SIDEWALK","N","N","131","549","580","19","9","2966"
"HX349065","17/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","523","539","61","19","9","2966"
"HX348863","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","2422","462","1011","20","2","451"
"HX348985","17/7/14","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SIDEWALK","N","N","112","549","638","20","9","2966"
"HX349436","17/7/14","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","N","N","2232","506","174","20","4","866"
"HX431047","17/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","1211","459","631","20","2","451"
"HX348886","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1422","379","716","20","2","451"
"HX349015","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","133","564","536","20","2","446"
"HX349013","17/7/14","BATTERY","AGG PO HANDS NO/MIN INJURY","SIDEWALK","N","N","414","639","229","20","9","2966"
"HX349031","17/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","1423","408","710","20","2","446"
"HX348998","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1135","410","613","20","2","446"
"HX349004","17/7/14","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","Y","N","1111","332","674","20","6","1711"
"HX348995","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","2222","494","231","20","2","451"
"HX349087","17/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","934","494","413","20","0","96"
"HX349123","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","421","657","289","20","2","446"
"HX349209","17/7/14","BATTERY","AGG PO HANDS NO/MIN INJURY","SIDEWALK","Y","N","1914","507","865","20","9","2971"
"HX349418","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","324","579","320","20","2","446"
"HX349183","17/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","825","433","372","20","2","451"
"HX349174","17/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","2422","462","1011","20","0","96"
"HX349448","17/7/14","THEFT","OVER $500","SIDEWALK","N","N","2211","388","149","20","16","7166"
"HX349205","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","215","588","477","20","2","446"
"HX349198","17/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","513","564","141","20","2","451"
"HX349225","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","922","416","447","22","2","451"
"HX349241","17/7/14","NARCOTICS","POSS: PCP","SIDEWALK","Y","N","1111","332","674","22","17","8011"
"HX349224","17/7/14","NARCOTICS","POSS: PCP","SIDEWALK","Y","N","1021","382","585","22","17","8011"
"HX349264","17/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","N","N","1021","382","585","22","9","2966"
"HX349223","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1524","282","678","22","2","451"
"HX349228","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1111","332","674","22","2","441"
"HX349296","17/7/14","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","Y","N","1112","361","683","22","6","1711"
"HX349244","17/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","SIDEWALK","Y","N","921","418","473","22","2","451"
"HX349295","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","2422","462","1011","22","2","446"
"HX349322","17/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","Y","N","726","460","350","22","6","1711"
"HX349303","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","624","561","294","22","2","451"
"HX349386","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","322","605","345","22","2","451"
"HX349306","17/7/14","OTHER OFFENSE","OTHER WEAPONS VIOLATION","SIDEWALK","Y","N","431","718","245","22","6","1711"
"HX349305","17/7/14","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","SIDEWALK","Y","N","2422","462","1011","22","9","2971"
"HX349312","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","N","1821","529","707","22","2","446"
"HX350510","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","732","549","324","22","2","446"
"HX349336","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","431","718","245","22","2","441"
"HX349408","17/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","SIDEWALK","Y","N","824","428","390","22","11","4231"
"HX349442","17/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","SIDEWALK","Y","N","824","428","390","22","11","4231"
"HX349399","17/7/14","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","Y","N","935","530","422","22","6","1711"
"HX350159","17/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","SIDEWALK","N","N","132","570","562","22","12","4646"
"HX349404","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","2535","360","714","22","2","446"
"HX349411","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","722","542","352","22","2","441"
"HX349473","17/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","914","530","548","22","0","96"
"HX349425","17/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","Y","N","511","584","197","22","6","1711"
"HX349435","17/7/14","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","Y","N","1823","523","691","22","4","871"
"HX349433","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","421","657","289","22","2","451"
"HX349481","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","923","418","419","22","2","451"
"HX349505","17/7/14","PROSTITUTION","SOLICIT ON PUBLIC WAY","SIDEWALK","Y","N","2533","310","714","22","2","451"
"HX349487","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1114","341","648","22","2","441"
"HX349498","17/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","213","578","497","22","2","446"
"HX349478","17/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","1532","302","650","22","20","22711"
"HX349502","17/7/14","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK","Y","N","2513","222","722","22","2","451"
"HX349525","17/7/14","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","Y","N","2534","337","714","22","6","1711"
"HX349534","17/7/14","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","N","N","711","534","387","22","4","866"
"HX349544","17/7/14","GAMBLING","GAME/DICE","SIDEWALK","Y","N","1122","362","651","24","2","451"
"HX349557","17/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","1834","561","670","24","2","451"
"HX349559","17/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","Y","N","934","494","413","24","2","451"
"HX349585","17/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","1511","263","678","24","9","2966"
"HX349569","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1531","302","682","24","2","451"
"HX349571","18/7/14","NARCOTICS","POSS: CRACK","SIDEWALK","Y","N","1531","302","682","24","17","8011"
"HX349604","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1434","437","726","24","2","446"
"HX349776","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","614","501","262","24","2","446"
"HX349637","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1113","325","640","24","9","2966"
"HX349669","18/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","Y","N","2413","414","941","24","6","1711"
"HX349640","18/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","1811","483","743","24","2","451"
"HX350080","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1924","483","806","24","9","2966"
"HX349673","18/7/14","DECEPTIVE PRACTICE","THEFT OF LOST/MISLAID PROP","SIDEWALK","Y","N","1824","549","703","24","2","451"
"HX349668","18/7/14","ASSAULT","AGG PO HANDS NO/MIN INJURY","SIDEWALK","Y","N","513","564","141","24","4","871"
"HX350463","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1924","483","806","24","2","446"
"HX349705","18/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","Y","Y","912","458","500","24","2","446"
"HX349814","18/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","N","N","623","537","269","24","9","2966"
"HX349715","18/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","333","642","341","24","2","441"
"HX349719","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1924","483","806","24","2","446"
"HX349723","18/7/14","THEFT","PURSE-SNATCHING","SIDEWALK","N","N","1024","382","558","24","9","2966"
"HX349789","18/7/14","ASSAULT","SIMPLE","SIDEWALK","N","Y","1531","302","682","24","0","91"
"HX352112","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","2032","455","885","24","2","446"
"HX349798","18/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","1133","369","613","24","20","22711"
"HX352873","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","122","533","637","24","2","446"
"HX349844","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","614","501","262","24","9","2966"
"HX349890","18/7/14","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","SIDEWALK","Y","N","1135","410","613","24","15","6751"
"HX350000","18/7/14","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","SIDEWALK","N","N","2522","312","743","24","23","65546"
"HX349953","18/7/14","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","SIDEWALK","Y","N","1112","361","683","24","6","1711"
"HX349989","18/7/14","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","SIDEWALK","Y","N","1533","303","617","24","3","661"
"HX350888","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","713","490","385","24","2","451"
"HX350018","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","923","418","419","24","2","446"
"HX350008","18/7/14","NARCOTICS","MANU/DELIVER:SYNTHETIC DRUGS","SIDEWALK","Y","N","612","467","294","24","21","27751"
"HX350049","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1623","290","873","24","9","2966"
"HX350098","18/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","1731","322","812","24","0","96"
"HX350073","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1132","352","613","24","2","451"
"HX350084","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","Y","N","931","460","434","24","2","451"
"HX350134","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","825","433","372","24","2","446"
"HX350125","18/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","1121","379","677","24","20","22711"
"HX350166","18/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","SIDEWALK","Y","N","2413","414","941","25","2","451"
"HX350132","18/7/14","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","N","N","632","593","275","25","4","866"
"HX350147","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1022","401","582","25","2","446"
"HX350363","18/7/14","THEFT","FROM BUILDING","SIDEWALK","N","N","2512","217","750","25","8","2546"
"HX350173","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1723","364","853","25","9","2966"
"HX350303","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","2533","310","714","25","2","446"
"HX350212","18/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","224","586","438","25","20","22711"
"HX350163","18/7/14","NARCOTICS","POSS: CRACK","SIDEWALK","Y","N","925","516","459","25","17","8011"
"HX350272","18/7/14","ROBBERY","ARMED: HANDGUN","SIDEWALK","N","N","333","642","341","25","23","65546"
"HX350388","18/7/14","BATTERY","PRO EMP HANDS NO/MIN INJURY","SIDEWALK","Y","N","1533","303","617","25","4","871"
"HX350377","18/7/14","THEFT","PURSE-SNATCHING","SIDEWALK","N","N","122","533","637","25","9","2966"
"HX350276","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","513","564","141","25","2","451"
"HX350364","18/7/14","NARCOTICS","ATTEMPT POSSESSION NARCOTICS","SIDEWALK","Y","N","1112","361","683","25","18","12281"
"HX350342","18/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","1224","448","600","25","0","96"
"HX350330","18/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","1112","361","683","25","9","2966"
"HX351241","18/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","533","603","19","25","0","96"
"HX350484","18/7/14","NARCOTICS","POSS: CRACK","SIDEWALK","Y","N","1021","382","585","25","17","8011"
"HX350426","18/7/14","ASSAULT","SIMPLE","SIDEWALK","N","N","632","593","275","25","0","96"
"HX350577","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","532","586","73","25","2","446"
"HX379397","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","1834","561","670","25","2","446"
"HX350456","18/7/14","ROBBERY","ARMED: HANDGUN","SIDEWALK","N","N","1531","302","682","25","23","65546"
"HX350489","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1133","369","613","25","2","451"
"HX350443","18/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","Y","N","422","700","307","25","9","2971"
"HX350453","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1123","380","647","25","2","451"
"HX351477","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","711","534","387","25","9","2966"
"HX350525","18/7/14","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","N","N","2535","360","714","25","9","2966"
"HX350526","18/7/14","NARCOTICS","POSS: CRACK","SIDEWALK","Y","N","814","310","429","25","17","8011"
"HX350562","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","414","639","229","25","2","451"
"HX350549","18/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","2431","471","978","25","2","451"
"HX350689","18/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","SIDEWALK","Y","N","1135","410","613","25","21","27751"
"HX350686","18/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","SIDEWALK","N","Y","513","564","141","25","11","4221"
"HX351749","18/7/14","THEFT","$500 AND UNDER","SIDEWALK","N","N","915","530","502","25","2","446"
"HX350582","18/7/14","OTHER OFFENSE","SEX OFFENDER: FAIL TO REGISTER","SIDEWALK","Y","N","2222","494","231","25","11","4231"
"HX350628","18/7/14","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","Y","N","733","530","322","25","4","871"
"HX350564","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","211","471","322","25","2","451"
"HX350606","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","612","467","294","25","2","446"
"HX351213","18/7/14","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","N","N","1233","511","566","25","9","2966"
"HX350878","18/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","Y","N","212","569","514","25","9","2971"
"HX350647","18/7/14","THEFT","POCKET-PICKING","SIDEWALK","N","N","133","564","536","25","9","2966"
"HX354299","18/7/14","THEFT","OVER $500","SIDEWALK","N","N","322","605","345","25","16","7166"
"HX350713","18/7/14","THEFT","PURSE-SNATCHING","SIDEWALK","N","N","1032","384","518","25","9","2966"
"HX350657","18/7/14","NARCOTICS","MANU/DELIVER:CRACK","SIDEWALK","Y","N","2222","494","231","25","21","27751"
"HX350640","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","1024","382","558","25","2","446"
"HX350675","18/7/14","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","Y","N","215","588","477","25","20","22711"
"HX350672","18/7/14","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE","SIDEWALK","N","Y","734","506","322","25","2","441"
"HX350679","18/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","SIDEWALK","Y","N","1133","369","613","25","21","27751"
"HX350750","18/7/14","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","SIDEWALK","Y","N","1832","541","682","25","9","2971"
"HX350714","18/7/14","CRIMINAL DAMAGE","TO PROPERTY","SIDEWALK","Y","N","932","459","414","25","9","2971"
"HX350729","18/7/14","OTHER OFFENSE","PAROLE VIOLATION","SIDEWALK","Y","N","2534","337","714","25","6","1711"
"HX351012","18/7/14","NARCOTICS","POSSESSION OF DRUG EQUIPMENT","SIDEWALK","Y","N","2512","217","750","25","2","451"
"HX350742","18/7/14","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","SIDEWALK","Y","N","2234","498","125","25","3","661"
"HX381984","18/7/14","THEFT","OVER $500","SIDEWALK","N","N","1811","483","743","25","16","7166"
"HX350761","18/7/14","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","SIDEWALK","Y","N","1533","303","617","25","18","13051"
"HX350811","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","2223","470","187","25","2","451"
"HX350809","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","733","530","322","25","2","451"
"HX350827","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1723","364","853","25","2","451"
"HX350882","18/7/14","ASSAULT","SIMPLE","SIDEWALK","N","Y","1125","419","632","25","0","91"
"HX350860","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","831","406","335","25","2","451"
"HX350901","18/7/14","GAMBLING","GAME/DICE","SIDEWALK","Y","N","314","589","377","25","2","451"
"HX350847","18/7/14","BATTERY","SIMPLE","SIDEWALK","Y","N","1831","531","663","25","2","451"
"HX350862","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","Y","N","1414","397","752","25","2","451"
"HX350886","18/7/14","BATTERY","SIMPLE","SIDEWALK","N","N","2423","464","991","25","2","446"
